ID,County,State,Value,Anomaly (1901-2000 base period),Rank,1901-2000 Mean
TX-055,Caldwell,Texas,72.6,4.8,130,67.8
TX-057,Calhoun,Texas,73.9,4.2,130,69.7
TX-059,Callahan,Texas,67.1,3.4,130,63.7
TX-061,Cameron,Texas,77.1,3.4,130,73.6
TX-063,Camp,Texas,67,3.2,130,63.9
TX-065,Carson,Texas,62,5.1,130,56.8
TX-067,Cass,Texas,66.7,2.7,127,64
TX-069,Castro,Texas,61,4.3,130,56.7
TX-071,Chambers,Texas,71.9,3.6,129,68.3
TX-073,Cherokee,Texas,68.3,2.9,130,65.4
TX-075,Childress,Texas,65.2,3.8,130,61.4
TX-077,Clay,Texas,66.8,3.4,130,63.4
TX-079,Cochran,Texas,61.8,3.8,130,58
TX-081,Coke,Texas,68.1,4.2,130,63.9
TX-083,Coleman,Texas,68.1,3.9,130,64.2
TX-085,Collin,Texas,67.9,4,130,63.8
TX-087,Collingsworth,Texas,63.6,3.8,129,59.8
TX-089,Colorado,Texas,73.2,5,130,68.2
TX-091,Comal,Texas,71.2,3.9,130,67.3
TX-093,Comanche,Texas,68.3,4,129,64.3
TX-095,Concho,Texas,68.5,4.3,130,64.2
TX-097,Cooke,Texas,66.7,3.3,130,63.4
TX-099,Coryell,Texas,69.1,3.7,130,65.4
TX-101,Cottle,Texas,65.8,3.5,129,62.2
TX-103,Crane,Texas,70,5.2,130,64.8
TX-105,Crockett,Texas,69.4,4.6,130,64.8
TX-107,Crosby,Texas,64.3,4.1,130,60.3
TX-109,Culberson,Texas,65.5,4.4,130,61.1
TX-111,Dallam,Texas,57.6,3.1,129,54.5
TX-113,Dallas,Texas,68.6,3.3,130,65.3
TX-115,Dawson,Texas,65.3,3.4,130,61.9
TX-117,Deaf Smith,Texas,60.3,4.5,130,55.8
TX-119,Delta,Texas,66.7,3.3,130,63.4
TX-121,Denton,Texas,68.1,3.6,130,64.5
TX-123,DeWitt,Texas,73.7,4.6,130,69.1
TX-125,Dickens,Texas,65.5,3.6,130,61.8
TX-127,Dimmit,Texas,74.7,4,130,70.7
TX-129,Donley,Texas,63.1,4.3,130,58.8
TX-131,Duval,Texas,75.2,4,130,71.2
TX-133,Eastland,Texas,67.3,3.6,130,63.8
TX-135,Ector,Texas,67.7,4.7,130,63.1
TX-137,Edwards,Texas,69.9,4.8,130,65.1
TX-139,Ellis,Texas,68.7,2.9,130,65.8
TX-141,El Paso,Texas,66.8,4.6,130,62.3
TX-143,Erath,Texas,68.4,4.2,129,64.2
TX-145,Falls,Texas,69.4,3.6,130,65.8
TX-147,Fannin,Texas,67.1,4.1,130,63
TX-149,Fayette,Texas,72.9,4.9,130,67.9
TX-151,Fisher,Texas,67.3,4.1,130,63.2
TX-153,Floyd,Texas,62.6,3.7,130,58.9
TX-155,Foard,Texas,66.4,3.7,130,62.8
TX-157,Fort Bend,Texas,73.1,4.4,130,68.6
TX-159,Franklin,Texas,66.7,3.1,130,63.6
TX-161,Freestone,Texas,68.9,3.1,130,65.8
TX-163,Frio,Texas,73.4,3.7,130,69.7
TX-165,Gaines,Texas,64.8,4,130,60.9
TX-167,Galveston,Texas,72.8,3.8,130,68.9
TX-169,Garza,Texas,66.3,4,130,62.3
TX-171,Gillespie,Texas,68.3,3.4,130,64.9
TX-173,Glasscock,Texas,67.5,4.3,130,63.2
TX-175,Goliad,Texas,73.7,3.8,130,69.9
TX-177,Gonzales,Texas,73.5,4.9,130,68.7
TX-179,Gray,Texas,62.5,5.2,130,57.3
TX-181,Grayson,Texas,67,3.6,130,63.4
TX-183,Gregg,Texas,67.5,2.4,127,65.1
TX-185,Grimes,Texas,70.6,3.5,129,67.1
TX-187,Guadalupe,Texas,72.7,4.3,130,68.3
TX-189,Hale,Texas,62.1,3.9,130,58.2
TX-191,Hall,Texas,64.8,3.9,129,60.9
TX-193,Hamilton,Texas,68.5,3.8,129,64.8
TX-195,Hansford,Texas,61,4.2,130,56.8
TX-197,Hardeman,Texas,65.9,3.8,130,62.1
TX-199,Hardin,Texas,70.1,3.1,129,67
TX-201,Harris,Texas,72.6,4.2,130,68.5
TX-203,Harrison,Texas,67.1,1.9,123,65.2
TX-205,Hartley,Texas,58.9,3.5,130,55.4
TX-207,Haskell,Texas,67.6,4,130,63.6
TX-209,Hays,Texas,70.8,3.9,130,66.9
TX-211,Hemphill,Texas,62.5,4.8,130,57.7
TX-213,Henderson,Texas,67.8,2.7,129,65.1
TX-215,Hidalgo,Texas,77.5,3.7,130,73.8
TX-217,Hill,Texas,68.8,2.9,130,65.8
TX-219,Hockley,Texas,62.6,3.7,130,58.9
TX-221,Hood,Texas,68.6,3.5,130,65.1
TX-223,Hopkins,Texas,66.7,3.2,129,63.5
TX-225,Houston,Texas,68.5,2.3,125,66.2
TX-227,Howard,Texas,67.3,3.8,130,63.5
TX-229,Hudspeth,Texas,64.8,4.2,130,60.5
TX-231,Hunt,Texas,67.3,3.8,130,63.5
TX-233,Hutchinson,Texas,62.8,4.9,130,57.8
TX-235,Irion,Texas,68.1,4.2,130,63.9
TX-237,Jack,Texas,66.8,3.4,129,63.4
TX-239,Jackson,Texas,73.4,4.4,130,69
TX-241,Jasper,Texas,68.9,2.7,127,66.1
TX-243,Jeff Davis,Texas,64.8,4.7,130,60.1
TX-245,Jefferson,Texas,71.5,3.5,129,68
TX-247,Jim Hogg,Texas,76.5,4.4,130,72.1
TX-249,Jim Wells,Texas,75.2,3.8,130,71.4
TX-251,Johnson,Texas,68.3,3,128,65.3
TX-253,Jones,Texas,67.4,3.5,130,63.9
TX-255,Karnes,Texas,73.1,3.5,130,69.5
TX-257,Kaufman,Texas,67.8,2.7,130,65.1
TX-259,Kendall,Texas,69.6,3.6,130,66
TX-261,Kenedy,Texas,76.1,3.8,130,72.3
TX-263,Kent,Texas,66.9,3.9,130,62.9
TX-265,Kerr,Texas,68.1,3.6,130,64.6
TX-267,Kimble,Texas,68.3,4.2,130,64.1
TX-269,King,Texas,66.8,3.9,130,62.9
TX-271,Kinney,Texas,73.7,5,130,68.8
TX-273,Kleberg,Texas,75.9,4.4,130,71.4
TX-275,Knox,Texas,67.2,3.8,130,63.3
TX-277,Lamar,Texas,66.2,3.3,130,63
TX-279,Lamb,Texas,61.4,3.7,130,57.7
TX-281,Lampasas,Texas,69,3.6,130,65.4
TX-283,La Salle,Texas,74.7,3.8,130,70.9
TX-285,Lavaca,Texas,73.7,5.2,130,68.5
TX-287,Lee,Texas,71.5,4.4,130,67.1
TX-289,Leon,Texas,68.8,2.7,130,66.1
TX-291,Liberty,Texas,71.1,3.4,129,67.7
TX-293,Limestone,Texas,69,3.2,130,65.8
TX-295,Lipscomb,Texas,61.2,4.2,130,57
TX-297,Live Oak,Texas,73.8,3.2,130,70.6
TX-299,Llano,Texas,69.9,3.9,130,66
TX-301,Loving,Texas,68,4.4,130,63.6
TX-303,Lubbock,Texas,63.8,4.5,130,59.3
TX-305,Lynn,Texas,64.6,3.9,130,60.8
TX-307,McCulloch,Texas,68.7,4.2,130,64.5
TX-309,McLennan,Texas,69.1,3.3,130,65.8
TX-311,McMullen,Texas,74,3.3,130,70.7
TX-313,Madison,Texas,69.4,2.7,129,66.7
TX-315,Marion,Texas,66.8,2,123,64.8
TX-317,Martin,Texas,66.7,3.8,130,62.9
TX-319,Mason,Texas,69.1,4.1,130,65
TX-321,Matagorda,Texas,73,3.9,130,69.1
TX-323,Maverick,Texas,75,4.5,130,70.5
TX-325,Medina,Texas,72.3,3.9,130,68.3
TX-327,Menard,Texas,68,4.4,130,63.6
TX-329,Midland,Texas,67.7,4.3,130,63.4
TX-331,Milam,Texas,70.3,4.1,130,66.3
TX-333,Mills,Texas,68.5,3.8,129,64.7
TX-335,Mitchell,Texas,67.8,4.3,130,63.6
TX-337,Montague,Texas,66.6,3.5,130,63.2
TX-339,Montgomery,Texas,71.3,3.7,129,67.6
TX-341,Moore,Texas,60.9,4.2,130,56.6
TX-343,Morris,Texas,66.9,3,130,63.8
TX-345,Motley,Texas,64.8,3.5,129,61.3
TX-347,Nacogdoches,Texas,68.4,2.8,129,65.6
TX-349,Navarro,Texas,69,3.2,130,65.8
TX-351,Newton,Texas,69,2.9,129,66.1
TX-353,Nolan,Texas,67.2,4.4,130,62.8
TX-355,Nueces,Texas,75.6,4.3,130,71.2
TX-357,Ochiltree,Texas,61.2,4.3,130,56.9
TX-359,Oldham,Texas,60.3,3.7,130,56.6
TX-361,Orange,Texas,70.8,3.4,129,67.4
TX-363,Palo Pinto,Texas,68.1,3.8,130,64.2
TX-365,Panola,Texas,67.7,2.3,127,65.4
TX-367,Parker,Texas,67.8,3.3,130,64.5
TX-369,Parmer,Texas,60.7,4.6,130,56.1
TX-371,Pecos,Texas,69.2,5.3,130,63.8
TX-373,Polk,Texas,69.6,2.9,129,66.7
TX-375,Potter,Texas,61.7,4.7,130,57
TX-377,Presidio,Texas,68.2,4.6,130,63.5
TX-379,Rains,Texas,67.1,3.2,129,63.9
TX-381,Randall,Texas,61.3,4.7,130,56.6
TX-383,Reagan,Texas,68.2,4.6,130,63.6
TX-385,Real,Texas,69.6,4.2,130,65.4
TX-387,Red River,Texas,66.1,3.3,130,62.7
TX-389,Reeves,Texas,68.6,4.9,130,63.7
TX-391,Refugio,Texas,74.1,3.8,130,70.2
TX-393,Roberts,Texas,62.8,5.2,130,57.6
TX-395,Robertson,Texas,69.7,3.4,130,66.3
TX-397,Rockwall,Texas,67.8,3.4,130,64.3
TX-399,Runnels,Texas,68.2,4,130,64.2
TX-401,Rusk,Texas,67.8,2.5,130,65.3
TX-403,Sabine,Texas,68.2,2.8,129,65.4
TX-405,San Augustine,Texas,68.2,2.6,129,65.6
TX-407,San Jacinto,Texas,70.1,2.9,129,67.2
TX-409,San Patricio,Texas,74.6,3.7,130,70.9
TX-411,San Saba,Texas,69.2,4.1,130,65.1
TX-413,Schleicher,Texas,68,4.3,130,63.7
TX-415,Scurry,Texas,66.8,4,130,62.8
TX-417,Shackelford,Texas,67.6,3.6,130,64
TX-419,Shelby,Texas,67.9,2.5,129,65.3
TX-421,Sherman,Texas,59.7,3.7,130,56
TX-423,Smith,Texas,67.3,2.7,130,64.7
TX-425,Somervell,Texas,68.7,3.4,129,65.3
TX-427,Starr,Texas,77.6,4.2,130,73.4
TX-429,Stephens,Texas,67.5,3.7,130,63.9
TX-431,Sterling,Texas,67.8,4.3,130,63.5
TX-433,Stonewall,Texas,67.4,3.9,130,63.4
TX-435,Sutton,Texas,68.8,4.6,130,64.2
TX-437,Swisher,Texas,61.6,4.1,130,57.5
TX-439,Tarrant,Texas,68.6,3.3,130,65.3
TX-441,Taylor,Texas,67.3,3.7,130,63.6
TX-443,Terrell,Texas,70.9,4.8,130,66.1
TX-445,Terry,Texas,63.9,3.8,130,60.1
TX-447,Throckmorton,Texas,67.8,4.1,130,63.7
TX-449,Titus,Texas,67,3.5,130,63.5
TX-451,Tom Green,Texas,68.4,4,130,64.4
TX-453,Travis,Texas,70.9,3.8,130,67.1
TX-455,Trinity,Texas,69.1,2.6,128,66.5
TX-457,Tyler,Texas,69,2.7,129,66.3
TX-459,Upshur,Texas,67.1,2.7,130,64.4
TX-461,Upton,Texas,69.2,4.9,130,64.3
TX-463,Uvalde,Texas,72.6,4.1,130,68.4
TX-465,Val Verde,Texas,72,4.5,130,67.5
TX-467,Van Zandt,Texas,67.2,2.8,128,64.4
TX-469,Victoria,Texas,73.7,4.2,130,69.4
TX-471,Walker,Texas,69.6,2.5,128,67
TX-473,Waller,Texas,72.3,4.4,130,67.9
TX-475,Ward,Texas,69.6,5.2,130,64.4
TX-477,Washington,Texas,71.9,4.4,130,67.5
TX-479,Webb,Texas,76,4.4,130,71.6
TX-481,Wharton,Texas,73.2,4.4,130,68.7
TX-483,Wheeler,Texas,63.2,4.8,130,58.4
TX-485,Wichita,Texas,66.8,3.8,130,63
TX-487,Wilbarger,Texas,66.6,3.9,130,62.7
TX-489,Willacy,Texas,76.6,3.5,130,73.1
TX-491,Williamson,Texas,70.3,3.9,130,66.4
TX-493,Wilson,Texas,72.7,3.6,130,69.2
TX-495,Winkler,Texas,68.1,4.8,130,63.3
TX-497,Wise,Texas,67.4,3.4,130,63.9
TX-499,Wood,Texas,67.1,3.1,129,64
TX-501,Yoakum,Texas,63.4,4.3,130,59.1
TX-503,Young,Texas,67.3,3.7,129,63.6
TX-505,Zapata,Texas,77.5,4.5,130,73
TX-507,Zavala,Texas,74,3.9,130,70.1
UT-001,Beaver,Utah,51.7,3.8,130,47.9
UT-003,Box Elder,Utah,50.6,3.6,128,47
UT-005,Cache,Utah,46.1,3.6,127,42.5
UT-007,Carbon,Utah,46.6,3.2,126,43.4
UT-009,Daggett,Utah,43.1,2.6,123,40.5
UT-011,Davis,Utah,51.6,3.6,126,48
UT-013,Duchesne,Utah,43.6,3.3,122,40.3
UT-015,Emery,Utah,52.7,3.5,128,49.1
UT-017,Garfield,Utah,51.2,3.8,130,47.4
UT-019,Grand,Utah,53.6,4.2,129,49.4
UT-021,Iron,Utah,51.6,4,130,47.6
UT-023,Juab,Utah,52.4,3.2,129,49.2
UT-025,Kane,Utah,55,3.7,130,51.2
UT-027,Millard,Utah,53.4,3.6,129,49.9
UT-029,Morgan,Utah,46,3.4,126,42.6
UT-031,Piute,Utah,46.5,3.9,130,42.5
UT-033,Rich,Utah,42.7,3.3,126,39.4
UT-035,Salt Lake,Utah,51.6,3.9,129,47.7
UT-037,San Juan,Utah,55.3,3.6,130,51.7
UT-039,Sanpete,Utah,46.5,3.4,129,43.1
UT-041,Sevier,Utah,47.2,3.2,129,43.9
UT-043,Summit,Utah,40.6,2.8,123,37.8
UT-045,Tooele,Utah,52.9,3,127,49.9
UT-047,Uintah,Utah,48.6,4.3,128,44.4
UT-049,Utah,Utah,49.2,3.4,129,45.8
UT-051,Wasatch,Utah,43.1,3.1,124,40
UT-053,Washington,Utah,58.4,3.5,130,54.9
UT-055,Wayne,Utah,53.9,4.3,130,49.6
UT-057,Weber,Utah,48.2,3.5,126,44.7
VT-001,Addison,Vermont,47.4,4.7,130,42.7
VT-003,Bennington,Vermont,46.5,4.9,130,41.5
VT-005,Caledonia,Vermont,45,4.9,130,40.2
VT-007,Chittenden,Vermont,48.3,5.7,130,42.6
VT-009,Essex,Vermont,43.8,4.7,130,39.1
VT-011,Franklin,Vermont,47.6,5.7,130,42
VT-013,Grand Isle,Vermont,49.5,5.7,130,43.8
VT-015,Lamoille,Vermont,45.5,5.4,130,40.1
VT-017,Orange,Vermont,46.1,4.9,130,41.2
VT-019,Orleans,Vermont,44.6,4.9,130,39.8
VT-021,Rutland,Vermont,46.6,4.6,129,42
VT-023,Washington,Vermont,45.6,5.1,130,40.5
VT-025,Windham,Vermont,47.4,4.7,130,42.7
VT-027,Windsor,Vermont,46.9,5,130,41.9
VA-001,Accomack,Virginia,59.7,3.1,126,56.6
VA-003,Albemarle,Virginia,59.1,4.4,130,54.6
VA-005,Alleghany,Virginia,55.2,2.9,130,52.3
VA-007,Amelia,Virginia,59.4,2.7,126,56.7
VA-009,Amherst,Virginia,57.7,3.3,130,54.4
VA-011,Appomattox,Virginia,58.9,3.6,130,55.3
VA-013,Arlington,Virginia,59.1,4.2,130,55
VA-015,Augusta,Virginia,55.7,3.9,130,51.8
VA-017,Bath,Virginia,54.3,3.1,130,51.2
VA-019,Bedford,Virginia,58.2,2.9,130,55.3
VA-021,Bland,Virginia,53.4,2.6,129,50.8
VA-023,Botetourt,Virginia,57.2,2.8,130,54.4
VA-025,Brunswick,Virginia,60.3,3,129,57.4
VA-027,Buchanan,Virginia,56.3,2.8,130,53.5
VA-029,Buckingham,Virginia,59.7,4,130,55.7
VA-031,Campbell,Virginia,58.8,3.5,130,55.3
VA-033,Caroline,Virginia,59.3,3.3,129,55.9
VA-035,Carroll,Virginia,55,3.3,130,51.7
VA-036,Charles City,Virginia,61.1,2.7,129,58.5
VA-037,Charlotte,Virginia,59.3,3.4,130,56
VA-041,Chesterfield,Virginia,60,2.6,128,57.4
VA-043,Clarke,Virginia,56.1,3.4,130,52.6
VA-045,Craig,Virginia,55.4,3.1,130,52.3
VA-047,Culpeper,Virginia,58.3,4.1,130,54.2
VA-049,Cumberland,Virginia,59.8,3.6,130,56.2
VA-051,Dickenson,Virginia,55.9,2.4,128,53.5
VA-053,Dinwiddie,Virginia,60.1,2.6,127,57.5
VA-057,Essex,Virginia,59.4,2.7,127,56.7
VA-059,Fairfax,Virginia,59,4.4,130,54.6
VA-061,Fauquier,Virginia,57.5,4.1,130,53.4
VA-063,Floyd,Virginia,54.2,3.2,130,51
VA-065,Fluvanna,Virginia,60.2,4.6,130,55.6
VA-067,Franklin,Virginia,58.1,2.9,130,55.1
VA-069,Frederick,Virginia,55.3,3.4,129,52
VA-071,Giles,Virginia,54.8,3.2,130,51.6
VA-073,Gloucester,Virginia,61,3,130,58
VA-075,Goochland,Virginia,59.8,3.7,130,56.1
VA-077,Grayson,Virginia,53.1,3.3,130,49.7
VA-079,Greene,Virginia,57.4,4.3,130,53.1
VA-081,Greensville,Virginia,60.7,2.7,127,58
VA-083,Halifax,Virginia,59.8,3.2,130,56.5
VA-085,Hanover,Virginia,59.8,3.2,130,56.6
VA-087,Henrico,Virginia,60.4,2.9,130,57.5
VA-089,Henry,Virginia,59,2.8,130,56.3
VA-091,Highland,Virginia,51.6,3.2,130,48.4
VA-093,Isle of Wight,Virginia,61.5,2.7,128,58.7
VA-095,James City,Virginia,61.3,2.9,130,58.3
VA-097,King and Queen,Virginia,60,2.9,129,57.1
VA-099,King George,Virginia,59.7,3.8,130,56
VA-101,King William,Virginia,60.2,3,130,57.2
VA-103,Lancaster,Virginia,59.8,2.7,128,57.1
VA-105,Lee,Virginia,57.6,2.8,130,54.8
VA-107,Loudoun,Virginia,57.4,4.2,130,53.2
VA-109,Louisa,Virginia,59.1,3.9,130,55.2
VA-111,Lunenburg,Virginia,59.6,3,130,56.5
VA-113,Madison,Virginia,57.1,4.2,130,52.9
VA-115,Mathews,Virginia,60.8,2.9,130,57.9
VA-117,Mecklenburg,Virginia,60.4,3.3,130,57.1
VA-119,Middlesex,Virginia,60.2,2.7,129,57.5
VA-121,Montgomery,Virginia,56.1,3.5,130,52.6
VA-125,Nelson,Virginia,58,4.1,130,54
VA-127,New Kent,Virginia,60.6,2.9,130,57.7
VA-131,Northampton,Virginia,60.5,2.8,125,57.7
VA-133,Northumberland,Virginia,59.4,2.8,127,56.6
VA-135,Nottoway,Virginia,59.5,2.8,129,56.6
VA-137,Orange,Virginia,58.7,4,130,54.7
VA-139,Page,Virginia,55.7,4.1,130,51.5
VA-141,Patrick,Virginia,57.3,2.9,130,54.4
VA-143,Pittsylvania,Virginia,58.9,2.6,130,56.3
VA-145,Powhatan,Virginia,59.7,3.2,130,56.5
VA-147,Prince Edward,Virginia,59.2,3.1,130,56
VA-149,Prince George,Virginia,60.8,2.4,128,58.4
VA-153,Prince William,Virginia,59.1,4.6,130,54.5
VA-155,Pulaski,Virginia,55.7,3.4,130,52.3
VA-157,Rappahannock,Virginia,56.2,3.9,130,52.4
VA-159,Richmond,Virginia,59.1,2.4,120,56.7
VA-161,Roanoke,Virginia,57.5,3.2,130,54.3
VA-163,Rockbridge,Virginia,56.4,3,130,53.5
VA-165,Rockingham,Virginia,55.5,3.9,130,51.6
VA-167,Russell,Virginia,55.7,2.9,130,52.8
VA-169,Scott,Virginia,57.7,2.8,130,54.9
VA-171,Shenandoah,Virginia,55.7,3.7,130,51.9
VA-173,Smyth,Virginia,54,3,130,51
VA-175,Southampton,Virginia,61.2,2.8,130,58.3
VA-177,Spotsylvania,Virginia,58.6,3.7,130,54.9
VA-179,Stafford,Virginia,59.3,4.4,130,54.9
VA-181,Surry,Virginia,61.2,2.7,128,58.5
VA-183,Sussex,Virginia,60.8,2.8,128,58.1
VA-185,Tazewell,Virginia,53.5,2.8,130,50.7
VA-187,Warren,Virginia,55.6,3.4,129,52.2
VA-191,Washington,Virginia,56.2,2.9,130,53.4
VA-193,Westmoreland,Virginia,59.3,2.9,128,56.4
VA-195,Wise,Virginia,55,2.3,129,52.7
VA-197,Wythe,Virginia,54.5,3.1,130,51.4
VA-199,York,Virginia,61.5,3,129,58.5
VA-510,Alexandria City,Virginia,59.7,4.3,130,55.5
VA-520,Bristol City,Virginia,58,3.1,130,54.9
VA-530,Buena Vista City,Virginia,57.6,2.9,130,54.7
VA-540,Charlottesville City,Virginia,59.6,4.4,130,55.2
VA-550,Chesapeake City,Virginia,61.9,3,127,58.8
VA-570,Colonial Heights City,Virginia,60.4,2.2,125,58.2
VA-580,Covington City,Virginia,56.8,2.8,130,54
VA-590,Danville City,Virginia,59.7,2.2,125,57.5
VA-595,Emporia City,Virginia,60.7,2.6,127,58.1
VA-600,Fairfax City,Virginia,58.6,4.3,130,54.2
VA-610,Falls Church City,Virginia,58.6,4.2,130,54.4
VA-620,Franklin City,Virginia,61.3,2.7,130,58.5
VA-630,Fredericksburg City,Virginia,59.1,4.1,130,55
VA-640,Galax City,Virginia,55,3.4,130,51.6
VA-650,Hampton City,Virginia,62,2.9,129,59.1
VA-660,Harrisonburg City,Virginia,56.7,4,130,52.7
VA-670,Hopewell City,Virginia,60.6,2.1,124,58.5
VA-680,Lynchburg City,Virginia,58.6,3.4,129,55.2
VA-683,Manassas City,Virginia,59.1,4.6,130,54.5
VA-685,Manassas Park City,Virginia,59,4.6,130,54.5
VA-690,Martinsville City,Virginia,59.1,2.9,130,56.3
VA-700,Newport News City,Virginia,61.9,2.9,129,59
VA-710,Norfolk City,Virginia,62.6,3.3,128,59.3
VA-720,Norton City,Virginia,54.9,2.1,128,52.7
VA-730,Petersburg City,Virginia,60.4,2.3,126,58.1
VA-735,Poquoson City,Virginia,61.9,2.9,128,59
VA-740,Portsmouth City,Virginia,62.5,3,128,59.5
VA-750,Radford City,Virginia,56.3,3.5,130,52.8
VA-760,Richmond City,Virginia,60.3,3,130,57.4
VA-770,Roanoke City,Virginia,59,3.2,130,55.7
VA-775,Salem City,Virginia,58.9,3.3,130,55.6
VA-790,Staunton City,Virginia,57.1,4.2,130,52.9
VA-800,Suffolk City,Virginia,61.5,2.7,130,58.8
VA-810,Virginia Beach City,Virginia,62.2,3.3,128,58.9
VA-820,Waynesboro City,Virginia,57.4,4.3,130,53.1
VA-830,Williamsburg City,Virginia,61.2,3,130,58.2
VA-840,Winchester City,Virginia,55.7,3.4,129,52.3
WA-001,Adams,Washington,51.2,2.8,126,48.4
WA-003,Asotin,Washington,50.4,3.4,128,47
WA-005,Benton,Washington,53.9,2.2,121,51.6
WA-007,Chelan,Washington,44.5,2.2,120,42.2
WA-009,Clallam,Washington,48.4,1.8,117,46.7
WA-011,Clark,Washington,53,2.1,122,50.9
WA-013,Columbia,Washington,49.3,2.5,121,46.8
WA-015,Cowlitz,Washington,50.8,2.1,122,48.7
WA-017,Douglas,Washington,49.7,2.6,125,47
WA-019,Ferry,Washington,44.6,2.6,125,42.1
WA-021,Franklin,Washington,53.4,2.6,125,50.8
WA-023,Garfield,Washington,50.1,3,128,47.1
WA-025,Grant,Washington,52.2,2.7,125,49.6
WA-027,Grays Harbor,Washington,50.8,1.6,116,49.2
WA-029,Island,Washington,51.8,1.9,119,49.9
WA-031,Jefferson,Washington,46.7,1.8,119,44.9
WA-033,King,Washington,48.7,1.8,118,46.9
WA-035,Kitsap,Washington,52.7,2.1,123,50.6
WA-037,Kittitas,Washington,46.4,2.1,118,44.3
WA-039,Klickitat,Washington,49.5,2.1,115,47.4
WA-041,Lewis,Washington,48.4,1.6,114,46.8
WA-043,Lincoln,Washington,48.4,2.1,121,46.3
WA-045,Mason,Washington,49.9,1.6,114,48.3
WA-047,Okanogan,Washington,44.4,2.6,124,41.8
WA-049,Pacific,Washington,51.6,2.1,121,49.4
WA-051,Pend Oreille,Washington,44.4,3,127,41.4
WA-053,Pierce,Washington,47.8,1.6,113,46.2
WA-055,San Juan,Washington,51.4,1.7,116,49.7
WA-057,Skagit,Washington,47.3,2.1,122,45.1
WA-059,Skamania,Washington,46.3,1.8,115,44.5
WA-061,Snohomish,Washington,47.7,2,119,45.7
WA-063,Spokane,Washington,49.1,3.2,127,45.9
WA-065,Stevens,Washington,46.8,2.7,126,44.1
WA-067,Thurston,Washington,51.8,1.5,115,50.3
WA-069,Wahkiakum,Washington,51.4,2.2,122,49.2
WA-071,Walla Walla,Washington,53.5,2.2,117,51.4
WA-073,Whatcom,Washington,45.6,2.2,120,43.5
WA-075,Whitman,Washington,51,3.1,126,47.9
WA-077,Yakima,Washington,47.5,2,116,45.5
WV-001,Barbour,West Virginia,55.1,4.4,130,50.7
WV-003,Berkeley,West Virginia,55.6,3.5,128,52.1
WV-005,Boone,West Virginia,57.4,3.3,130,54.1
WV-007,Braxton,West Virginia,56.4,3.3,130,53.1
WV-009,Brooke,West Virginia,54.4,3.6,130,50.7
WV-011,Cabell,West Virginia,58.4,3.8,130,54.5
WV-013,Calhoun,West Virginia,56.8,4,130,52.9
WV-015,Clay,West Virginia,57,3.5,130,53.5
WV-017,Doddridge,West Virginia,56,3.9,130,52.1
WV-019,Fayette,West Virginia,55,3.2,130,51.8
WV-021,Gilmer,West Virginia,56.5,3.7,130,52.8
WV-023,Grant,West Virginia,53.6,3.7,130,49.9
WV-025,Greenbrier,West Virginia,52.8,3.3,130,49.5
WV-027,Hampshire,West Virginia,55,3.4,130,51.6
WV-029,Hancock,West Virginia,53.5,3.1,128,50.4
WV-031,Hardy,West Virginia,54.4,3.5,130,50.9
WV-033,Harrison,West Virginia,56,4.1,130,51.8
WV-035,Jackson,West Virginia,57.5,3.9,130,53.5
WV-037,Jefferson,West Virginia,56.1,3.5,129,52.6
WV-039,Kanawha,West Virginia,57.9,3.6,130,54.3
WV-041,Lewis,West Virginia,56.4,4,130,52.3
WV-043,Lincoln,West Virginia,58.5,3.6,130,54.9
WV-045,Logan,West Virginia,57.9,3.2,130,54.7
WV-047,McDowell,West Virginia,55.8,2.7,130,53.1
WV-049,Marion,West Virginia,55.2,3.6,130,51.5
WV-051,Marshall,West Virginia,54.6,3.5,130,51
WV-053,Mason,West Virginia,57,3.1,130,53.8
WV-055,Mercer,West Virginia,53.7,2.3,128,51.4
WV-057,Mineral,West Virginia,55.3,3.5,130,51.8
WV-059,Mingo,West Virginia,58.2,3,130,55.2
WV-061,Monongalia,West Virginia,54.8,3.8,130,51
WV-063,Monroe,West Virginia,54.8,3.2,130,51.6
WV-065,Morgan,West Virginia,55.1,3.4,129,51.7
WV-067,Nicholas,West Virginia,54.2,3.2,130,50.9
WV-069,Ohio,West Virginia,54.5,3.8,130,50.6
WV-071,Pendleton,West Virginia,52.7,3.6,130,49
WV-073,Pleasants,West Virginia,56.6,4.4,130,52.2
WV-075,Pocahontas,West Virginia,49.8,3,130,46.8
WV-077,Preston,West Virginia,53.1,4.2,130,48.8
WV-079,Putnam,West Virginia,58.2,3.9,130,54.3
WV-081,Raleigh,West Virginia,54.5,3.1,130,51.4
WV-083,Randolph,West Virginia,51.1,4,130,47.1
WV-085,Ritchie,West Virginia,56.6,4.3,130,52.3
WV-087,Roane,West Virginia,57.3,4,130,53.3
WV-089,Summers,West Virginia,55.2,3,130,52.2
WV-091,Taylor,West Virginia,55.5,4,130,51.5
WV-093,Tucker,West Virginia,51.2,4.1,130,47
WV-095,Tyler,West Virginia,56,4,130,52
WV-097,Upshur,West Virginia,55,4.2,130,50.8
WV-099,Wayne,West Virginia,58.4,3.6,130,54.8
WV-101,Webster,West Virginia,52.4,2.8,130,49.6
WV-103,Wetzel,West Virginia,55,3.6,130,51.4
WV-105,Wirt,West Virginia,57.2,4.4,130,52.8
WV-107,Wood,West Virginia,57.4,4.5,130,52.9
